CrowdStrike-->Backend Engineer III - NG SIEM (Remote# East Coast)
Sandhills Global-->Software Developer - International Websites
Sandhills Global-->Software Developer - International Websites
Xsolla-->Senior Backend Engineer# Contract
ClickUp-->Senior Frontend Engineer# Docs
Smartsheet-->Senior Software Engineer II# Backend - Requests (Remote Eligible)
Smartsheet-->Senior Software Engineer II# Backend - Notifications (Remote Eligible)
Elsevier-->Manager of Software Engineering
Imply-->Staff Software Engineer
Imply-->Staff Software Engineer
Voltus-->Senior Backend Engineer - Applications
AppFolio-->Sr. Software Engineer (Resident)
Athelas-->International Software Engineer (Remote# non-US)
Plaid-->Experienced Software Engineer - Network Enablement
Plaid-->Experienced Software Engineer - Frontend Engineer
Traba-->Senior Software Engineer
Traba-->Senior Software Engineer
PayNearMe-->Software Engineer (Ruby on Rails) - Remote
Otter.ai-->Software Engineer# OtterPilot
Zocdoc-->Engineering Manager# Frontend Platform
Nourish-->Staff Frontend Software Engineer
MUI-->Software Engineer Intern - Front-End (NextJS# TS# MUI)
Fluency- Advertising-->Senior Front End Software Engineer
